Species,Sequence_Type,Accession,Title,Organism,Length,Country,Geo_location,Source_info,Collection_date,Isolation_source,Strain,Authors,Journal
Hypophthalmichthys molitrix,Target,KR862046.1,"Hypophthalmichthys molitrix voucher cyp353 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,China,,16-Oct-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862045.1,"Hypophthalmichthys molitrix voucher cyp3151 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862044.1,"Hypophthalmichthys molitrix voucher cyp3149 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862043.1,"Hypophthalmichthys molitrix voucher cyp3148 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862042.1,"Hypophthalmichthys molitrix voucher cyp3147 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862041.1,"Hypophthalmichthys molitrix voucher cyp3156 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862040.1,"Hypophthalmichthys molitrix voucher cyp3155 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862039.1,"Hypophthalmichthys molitrix voucher cyp3154 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862038.1,"Hypophthalmichthys molitrix voucher cyp3153 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR862037.1,"Hypophthalmichthys molitrix voucher cyp3150 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,"China: Jiangxi, Jiujiang, Hukou",,01-Aug-11,,,"Shen,Y. and He,S.",Unpublished
Hypophthalmichthys molitrix,Target,KR477209.1,"Hypophthalmichthys molitrix isolate Hypmol2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,600,,Austria,,2012,,Hypmol2,"Thalinger,B., Oehm,J., Mayr,H., Obwexer,A., Zeisler,C. and Traugott,M.","Mol Ecol Resour 16 (1), 123-137 (2016)"
Hypophthalmichthys molitrix,Target,KR477054.1,"Hypophthalmichthys molitrix isolate Hypmol3 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,602,,Austria,,2012,,Hypmol3,"Thalinger,B., Oehm,J., Mayr,H., Obwexer,A., Zeisler,C. and Traugott,M.","Mol Ecol Resour 16 (1), 123-137 (2016)"
Hypophthalmichthys molitrix,Target,KR477053.1,"Hypophthalmichthys molitrix isolate Hypmol1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,600,,Austria,,2012,,Hypmol1,"Thalinger,B., Oehm,J., Mayr,H., Obwexer,A., Zeisler,C. and Traugott,M.","Mol Ecol Resour 16 (1), 123-137 (2016)"
Hypophthalmichthys molitrix,Target,KP013119.1,"Hypophthalmichthys molitrix voucher LodgeLab Hmolitrix_1 mitochondrion, complete genome",Hypophthalmichthys molitrix,16612,,,,,,,"Renshaw,M.A., Olds,B.P., Li,Y., Pfrender,M.E. and Lodge,D.M.",Unpublished
Hypophthalmichthys molitrix,Target,JX983319.1,"Hypophthalmichthys molitrix voucher NF27 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,636,,"India: Madhya Pradesh, Maheshwar, Narmada river, Indira sagar",,09-Jul-09,,,"Khedkar,G.D., Jamdade,R., Naik,S., David,L. and Haymer,D.","PLoS ONE 9 (7), E101460 (2014)"
Hypophthalmichthys molitrix,Target,JX983318.1,"Hypophthalmichthys molitrix voucher NF26 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,555,,"India: Madhya Pradesh, Maheshwar, Narmada river, Indira sagar",,09-Jul-09,,,"Khedkar,G.D., Jamdade,R., Naik,S., David,L. and Haymer,D.","PLoS ONE 9 (7), E101460 (2014)"
Hypophthalmichthys molitrix,Target,JX260884.1,"Hypophthalmichthys molitrix voucher HMPA01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,645,,"India: Maharashtra, Nath Sagar Dam",,,,,"Kalyankar,V.B., Khedkar,G.D., David,L. and Lutzky,S.",Unpublished
Hypophthalmichthys molitrix,Target,JN988928.1,"Hypophthalmichthys molitrix voucher LBPV-49535 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,627,,"Brazil: Sao Paulo, Upper Parana Basin",,01-Oct-10,,,"Pereira,L.H., Hanner,R., Foresti,F. and Oliveira,C.","BMC Genet. 14, 20 (2013)"
Hypophthalmichthys molitrix,Target,PV034278.1,"Hypophthalmichthys molitrix voucher dk245 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,671,,Russia: Yaroslavl reg.,,04-Oct-24,"Volga Riv., Rybinsk Res.",,"Borovikova,E.A. and Karabanov,D.P.",Unpublished
Hypophthalmichthys molitrix,Target,PV034277.1,"Hypophthalmichthys molitrix voucher dk244 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,Russia: Yaroslavl reg.,,04-Oct-24,"Volga Riv., Rybinsk Res.",,"Borovikova,E.A. and Karabanov,D.P.",Unpublished
Hypophthalmichthys molitrix,Target,PP094700.1,"Hypophthalmichthys molitrix isolate hm3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,649,,Pakistan,,,,hm3,"sajjad,a., jabeen,f., Ali,M., zafar,s. and hanif,i.","Submitted (09-JAN-2024) zoology, government college university faisalabad, Allama Iqbal Road, faisalabad, punjab 38070, Pakistan"
Hypophthalmichthys molitrix,Target,PP094699.1,"Hypophthalmichthys molitrix isolate hm2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,660,,Pakistan,,,,hm2,"sajjad,a., jabeen,f., Ali,M., sajjad,a. and hanif,i.","Submitted (09-JAN-2024) zoology, government college university faisalabad, Allama Iqbal Road, faisalabad, punjab 38070, Pakistan"
Hypophthalmichthys molitrix,Target,PP094697.1,"Hypophthalmichthys molitrix isolate hm1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,657,,Pakistan,,,,hm1,"sajjad,a., jabeen,f., Ali,M., zafar,s. and hanif,i.","Submitted (09-JAN-2024) zoology, government college university faisalabad, Allama Iqbal Road, faisalabad, punjab 38070, Pakistan"
Hypophthalmichthys molitrix,Target,PP275112.1,"Hypophthalmichthys molitrix voucher PK12 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,695,,Pakistan,,2021,,,"Khan,J.",Unpublished
Hypophthalmichthys molitrix,Target,OR284618.1,"Hypophthalmichthys molitrix isolate MFXA61 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,622,,Mozambique,,,,MFXA61,"Muhala,V., Guimaraes-Costaa,A., Macate,I., Rabelo,L., Bessa-Silva,A., Watanabe,L., Santos,G., Sambora,L., Vallinoto,M. and Sampaio,I.",Unpublished
Hypophthalmichthys molitrix,Target,OR284617.1,"Hypophthalmichthys molitrix isolate MF59 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,622,,Mozambique,,,,MF59,"Muhala,V., Guimaraes-Costaa,A., Macate,I., Rabelo,L., Bessa-Silva,A., Watanabe,L., Santos,G., Sambora,L., Vallinoto,M. and Sampaio,I.",Unpublished
Hypophthalmichthys molitrix,Target,OR603926.1,"Hypophthalmichthys molitrix voucher SC-MZF25 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,03-Dec-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603925.1,"Hypophthalmichthys molitrix voucher SC-MZF7 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,03-Dec-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603924.1,"Hypophthalmichthys molitrix voucher SC-GRW10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,15-Nov-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603923.1,"Hypophthalmichthys molitrix voucher SC-GRW7 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,15-Nov-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603922.1,"Hypophthalmichthys molitrix voucher SC-GRW2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,15-Nov-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603921.1,"Hypophthalmichthys molitrix voucher SC-HFZ10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,18-Dec-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603920.1,"Hypophthalmichthys molitrix voucher SC-HFZ8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,18-Dec-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603919.1,"Hypophthalmichthys molitrix voucher SC-BWN13 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,12-Aug-20,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603918.1,"Hypophthalmichthys molitrix voucher SC-BWN10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,12-Aug-20,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603917.1,"Hypophthalmichthys molitrix voucher SC-BWP13 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,13-Aug-20,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603916.1,"Hypophthalmichthys molitrix voucher SC-BWP10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,13-Aug-20,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603915.1,"Hypophthalmichthys molitrix voucher SC-MCK20 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,11-Aug-20,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603914.1,"Hypophthalmichthys molitrix voucher SC-MCK8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,11-Aug-20,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603913.1,"Hypophthalmichthys molitrix voucher SC-TTS23 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,16-Dec-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603912.1,"Hypophthalmichthys molitrix voucher SC-TTS8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,16-Dec-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,OR603911.1,"Hypophthalmichthys molitrix voucher SC-TTS3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,651,,Pakistan,,16-Dec-19,,,"Ahmed,M.S. and Abbas,K.",Unpublished
Hypophthalmichthys molitrix,Target,NC_010156.1,"Hypophthalmichthys molitrix mitochondrion, complete genome",Hypophthalmichthys molitrix,16620,,China,,,,,"Wang,C., Xu,J. and Li,S.",Unpublished
Hypophthalmichthys molitrix,Target,OP050549.1,"Hypophthalmichthys molitrix voucher Hypophthalmichthys_molitrix_SZ492 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,647,,,,,,,"Chen,W., Li,C., Li,X., Li,J. and Li,Y.","Animals (Basel) 12 (19), 2555 (2022)"
Hypophthalmichthys molitrix,Target,OP050548.1,"Hypophthalmichthys molitrix voucher Hypophthalmichthys_molitrix_SZ466 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,647,,,,,,,"Chen,W., Li,C., Li,X., Li,J. and Li,Y.","Animals (Basel) 12 (19), 2555 (2022)"
Hypophthalmichthys molitrix,Target,OP456571.1,"Hypophthalmichthys molitrix isolate MAHA-S20 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S20,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456570.1,"Hypophthalmichthys molitrix isolate MAHA-S19 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S19,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456569.1,"Hypophthalmichthys molitrix isolate MAHA-S18 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S18,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456568.1,"Hypophthalmichthys molitrix isolate MAHA-S17 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S17,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456567.1,"Hypophthalmichthys molitrix isolate MAHA-S16 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S16,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456566.1,"Hypophthalmichthys molitrix isolate MAHA-S15 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S15,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456565.1,"Hypophthalmichthys molitrix isolate MAHA-S14 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S14,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456564.1,"Hypophthalmichthys molitrix isolate MAHA-S13 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S13,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456563.1,"Hypophthalmichthys molitrix isolate MAHA-S12 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S12,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP456562.1,"Hypophthalmichthys molitrix isolate MAHA-S11 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,655,,Iraq,,Dec-21,fish,MAHA-S11,"Mohammed,M.A. and Omran,A.",Unpublished
Hypophthalmichthys molitrix,Target,OP001136.1,"Hypophthalmichthys molitrix voucher VU-HM10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,634,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001135.1,"Hypophthalmichthys molitrix voucher VU-HM9 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,632,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001134.1,"Hypophthalmichthys molitrix voucher VU-HM8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001133.1,"Hypophthalmichthys molitrix voucher VU-HM7 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,618,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001132.1,"Hypophthalmichthys molitrix voucher VU-HM6 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,632,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001131.1,"Hypophthalmichthys molitrix voucher VU-HM5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,634,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001130.1,"Hypophthalmichthys molitrix voucher VU-HM4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,632,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001129.1,"Hypophthalmichthys molitrix voucher VU-HM3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,624,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001128.1,"Hypophthalmichthys molitrix voucher VU-HM2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,618,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,OP001127.1,"Hypophthalmichthys molitrix voucher VU-HM1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,632,,,,,,,"Khan,S., Maqbool,A. and Sherzada,S.","Submitted (16-JUL-2022) Molecular Biology, Virtual University of Pakistan, D-102, Satellite Town, Virtual University Campus, Rawalpindi, Rawalpindi, Punjab 46000, Pakistan"
Hypophthalmichthys molitrix,Target,ON259422.1,"Hypophthalmichthys molitrix isolate Hmw_30 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,642,,,,,,Hmw_30,"He,Y.","Submitted (18-APR-2022) college of Life Sciences, jianghan university, 8 Sanjiaohu Road, wuhan 430000, China"
Hypophthalmichthys molitrix,Target,ON259421.1,"Hypophthalmichthys molitrix isolate Hmw_28 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hypophthalmichthys molitrix,642,,,,,,Hmw_28,"He,Y.","Submitted (18-APR-2022) college of Life Sciences, jianghan university, 8 Sanjiaohu Road, wuhan 430000, China"
